component	file	line	marker	text
patient	patient-app/app/(tabs)/nursing.tsx	209	contract	 <TouchableOpacity onPress={() => setNationality('saudi')} style={[nationality === 'saudi' ? styles.filterOptionActive : styles.filterOption]} ><Text style={nationality === 'saudi'
patient	patient-app/app/(tabs)/nursing.tsx	210	contract	 <TouchableOpacity onPress={() => setNationality('filipino')} style={[nationality === 'filipino' ? styles.filterOptionActive : styles.filterOption]} ><Text style={nationality === '
patient	patient-app/app/(tabs)/nursing.tsx	211	contract	 <TouchableOpacity onPress={() => setNationality('egyptian')} style={[nationality === 'egyptian' ? styles.filterOptionActive : styles.filterOption]} ><Text style={nationality === '
patient	patient-app/app/(tabs)/nursing.tsx	215	contract	 <TouchableOpacity style={styles.applyBtn} onPress={applyFiltersAndSearch}>
patient	patient-app/app/(tabs)/pharmacy.tsx	31	contract	import { apiFetch, BASE_URL } from '../../src/utils/api';
patient	patient-app/app/(tabs)/pharmacy.tsx	72	contract	 const data = await apiFetch('/medicines/categories');
patient	patient-app/app/(tabs)/pharmacy.tsx	126	contract	 const data = await apiFetch(`/medicines?${q.toString()}`);
patient	patient-app/app/(tabs)/pharmacy.tsx	225	contract	 onPress={() => router.push('/pharmacy/barcode-scanner')}
patient	patient-app/app/(tabs)/pharmacy.tsx	237	contract	 onPress={() => router.push('/pharmacy/filters')}
patient	patient-app/app/(tabs)/pharmacy.tsx	254	contract	 onPress={() => router.push('/pharmacy/scan-prescription')}
patient	patient-app/app/(tabs)/pharmacy.tsx	278	contract	 onPress={() => router.push('/pharmacy/order-history')}
patient	patient-app/app/(tabs)/pharmacy.tsx	308	contract	 } ]} onPress={() => setActiveCat(c.id)}
patient	patient-app/app/(tabs)/pharmacy.tsx	351	contract	 onPress={() => router.push('/pharmacy/manual-order')}
patient	patient-app/app/(tabs)/pharmacy.tsx	364	contract	 onPress={() => router.push({ pathname: '/pharmacy/product-detail', params: { id: m.id, name: m.name || m.name_ar } })}
patient	patient-app/app/(tabs)/pharmacy.tsx	396	contract	 <TouchableOpacity onPress={() => updateQty(m.id, 1)} style={styles.qtyBtn}>
patient	patient-app/app/(tabs)/pharmacy.tsx	400	contract	 <TouchableOpacity onPress={() => updateQty(m.id, -1)} style={styles.qtyBtn}>
patient	patient-app/app/(tabs)/pharmacy.tsx	405	contract	 <TouchableOpacity onPress={() => {
patient	patient-app/app/(tabs)/pharmacy.tsx	451	contract	 onPress={() => router.push('/pharmacy/cart')}
patient	patient-app/app/(tabs)/services.tsx	122	contract	 onPress={() => router.push(srv.route as any)}
patient	patient-app/app/(tabs)/services.tsx	168	contract	 onPress={() => router.push(srv.route as any)}
patient	patient-app/app/ai-assistant.tsx	146	contract	 onPress={() => router.push('/ai/prescription-translator')}
patient	patient-app/app/ai-assistant.tsx	160	contract	 onPress={sendMessage}
patient	patient-app/app/ai/chat-doctor.tsx	23	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/ai/chat-doctor.tsx	83	contract	 const res = await apiFetch<any>('/ai/triage/chat', {
patient	patient-app/app/ai/chat-doctor.tsx	112	contract	 router.push('/(tabs)/consultations');
patient	patient-app/app/ai/chat-doctor.tsx	133	contract	 <TouchableOpacity style={styles.hBtn} onPress={() => router.back()}>
patient	patient-app/app/ai/chat-doctor.tsx	188	contract	 onPress={() => handleSuggestionPress(s)}
patient	patient-app/app/ai/chat-doctor.tsx	216	contract	 <TouchableOpacity style={[styles.micBtn, { backgroundColor: isDark ? colors.background : '#EEF2FF' }]} onPress={() => Alert.alert('صوت', 'التسجيل الصوتي غير م�
patient	patient-app/app/ai/chat-doctor.tsx	232	contract	 onPress={() => sendMessage(input)}
patient	patient-app/app/ai/monthly-report.tsx	15	contract	 <TouchableOpacity onPress={() => router.back()} style={[styles.backButton, { backgroundColor: colors.surfaceSecondary }]}>
patient	patient-app/app/ai/monthly-report.tsx	26	contract	 <Button label="العودة" variant="outline" onPress={() => router.back()} />
patient	patient-app/app/ai/prescription-translator.tsx	15	contract	 <TouchableOpacity onPress={() => router.back()} style={[styles.backButton, { backgroundColor: colors.surfaceSecondary }]}>
patient	patient-app/app/ai/prescription-translator.tsx	26	contract	 <Button label="العودة" variant="outline" onPress={() => router.back()} />
patient	patient-app/app/ai/skin-analysis.tsx	19	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/ai/skin-analysis.tsx	95	contract	 const res = await apiFetch<any>('/ai/skin-analysis', {
patient	patient-app/app/ai/skin-analysis.tsx	171	contract	 <TouchableOpacity onPress={() => setState('camera')} style={styles.hBtn}>
patient	patient-app/app/ai/skin-analysis.tsx	226	contract	 <TouchableOpacity onPress={() => router.push('/(tabs)/consultations')}
patient	patient-app/app/ai/skin-analysis.tsx	232	contract	 <TouchableOpacity onPress={() => setState('camera')}
patient	patient-app/app/ai/skin-analysis.tsx	247	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/ai/skin-analysis.tsx	258	contract	 <TouchableOpacity key={area} onPress={() => setSelectedArea(area)}
patient	patient-app/app/ai/skin-analysis.tsx	276	contract	 <TouchableOpacity onPress={handleCapture} style={styles.captureBtn}>
patient	patient-app/app/ai/symptom-checker.tsx	29	contract	const { width } = Dimensions.get("window");
patient	patient-app/app/ai/symptom-checker.tsx	200	contract	 <TouchableOpacity onPress={() => setStep("map")}>
patient	patient-app/app/ai/symptom-checker.tsx	204	contract	 <TouchableOpacity onPress={() => router.back()}>
patient	patient-app/app/ai/symptom-checker.tsx	235	contract	 onPress={() => router.push("/(tabs)/consultations")}
patient	patient-app/app/ai/symptom-checker.tsx	322	contract	 onPress={() => router.push("/(tabs)/consultations")}
patient	patient-app/app/ai/symptom-checker.tsx	340	contract	 onPress={() => router.push("/ai/symptom-timeline")}
patient	patient-app/app/ai/symptom-checker.tsx	365	contract	 onPress={() => router.back()}
patient	patient-app/app/ai/symptom-checker.tsx	405	contract	 onPress={() => setBodyView(v)}
patient	patient-app/app/ai/symptom-checker.tsx	469	contract	 onPress={() => {
patient	patient-app/app/ai/symptom-checker.tsx	513	contract	 onPress={() => setStep("symptoms")}
patient	patient-app/app/ai/symptom-checker.tsx	545	contract	 onPress={() => toggleSymptom(sym.id)}
patient	patient-app/app/ai/symptom-checker.tsx	563	contract	 onPress={() => setStep("details")}
patient	patient-app/app/ai/symptom-checker.tsx	590	contract	 onPress={() => setDuration(d)}
patient	patient-app/app/ai/symptom-checker.tsx	612	contract	 onPress={() => setSeverity(s)}
patient	patient-app/app/ai/symptom-checker.tsx	673	contract	 <TouchableOpacity onPress={handleAnalyze} activeOpacity={0.85}>
patient	patient-app/app/ai/symptom-timeline.tsx	49	contract	 <TouchableOpacity onPress={() => router.back()}>
patient	patient-app/app/ai/triage.tsx	20	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/ai/triage.tsx	61	contract	 const res = await apiFetch<any>('/ai/triage/chat', {
patient	patient-app/app/ai/triage.tsx	99	contract	 <IconButton icon="back" onPress={() => router.back()} />
patient	patient-app/app/ai/triage.tsx	104	contract	 <IconButton icon="refresh" onPress={() => {
patient	patient-app/app/ai/triage.tsx	166	contract	 <Button
patient	patient-app/app/ai/triage.tsx	169	contract	 onPress={() => {
patient	patient-app/app/ai/triage.tsx	171	contract	 router.push('/emergency');
patient	patient-app/app/ai/triage.tsx	188	contract	 onPress={() => handleSend(s)}
patient	patient-app/app/ai/triage.tsx	201	contract	 onPress={() => handleSend(inputText)}
patient	patient-app/app/community/hub.tsx	24	contract	import { apiFetch } from "../../src/utils/api";
patient	patient-app/app/community/hub.tsx	39	contract	 const res = await apiFetch("/community/posts?page=1&limit=20");
patient	patient-app/app/community/hub.tsx	58	contract	 onPress={() => {
patient	patient-app/app/community/hub.tsx	73	contract	 onPress={() => router.back()}
patient	patient-app/app/community/hub.tsx	129	contract	 onPress={() =>
patient	patient-app/app/community/hub.tsx	130	contract	 router.push({
patient	patient-app/app/community/live-session.tsx	18	contract	 <IconButton icon="back" bg={colors.surfaceSecondary} color={colors.textPrimary} onPress={() => router.back()} />
patient	patient-app/app/community/live-session.tsx	31	contract	 <Button label="استعرض الاستشارات المتاحة" variant="primary" icon="calendar" onPress={() => router.push('/(tabs)/consultations')} style={styles.cta} />
patient	patient-app/app/community/post-detail.tsx	23	contract	import { apiFetch } from "../../src/utils/api";
patient	patient-app/app/community/post-detail.tsx	49	contract	 const res = await apiFetch(`/community/posts/${postId}`);
patient	patient-app/app/community/post-detail.tsx	64	contract	 await apiFetch(`/community/posts/${postId}/vote`, {
patient	patient-app/app/community/post-detail.tsx	78	contract	 const res = await apiFetch(`/community/posts/${postId}/comment`, {
patient	patient-app/app/community/post-detail.tsx	123	contract	 <TouchableOpacity onPress={() => router.back()}>
patient	patient-app/app/community/post-detail.tsx	175	contract	 <TouchableOpacity style={styles.actionBtn} onPress={handleVote}>
patient	patient-app/app/community/post-detail.tsx	238	contract	 onPress={sendComment}
patient	patient-app/app/consultations/appointment-detail.tsx	9	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/consultations/appointment-detail.tsx	21	contract	 apiFetch<any>(`/appointments/${params.appointmentId}`)
patient	patient-app/app/consultations/appointment-detail.tsx	68	contract	 <IconButton icon="back" onPress={() => router.back()} />
patient	patient-app/app/consultations/appointment-detail.tsx	83	contract	 onPress={() => router.push({ pathname: '/consultations/doctor/[id]', params: { id: appointment?.doctor_id || '1' } })}
patient	patient-app/app/consultations/appointment-detail.tsx	152	contract	 <Button label={AR ? `دفع ${appointment?.copay_amount || 0} ريال` : `Pay ${appointment?.copay_amount || 0} SAR`} onPress={() => {
patient	patient-app/app/consultations/appointment-detail.tsx	153	contract	 apiFetch('/patient/pay-copay', { method: 'POST', body: { id: appointment.id } })
patient	patient-app/app/consultations/appointment-detail.tsx	157	contract	 <Button variant="outline" label={AR ? 'إلغاء الموعد' : 'Cancel Appointment'} onPress={() => router.back()} />
patient	patient-app/app/consultations/appointment-detail.tsx	166	contract	 onPress={() => router.push({ pathname: '/consultations/cancel-reschedule', params: { appointmentId: appointment?.id } })}
patient	patient-app/app/consultations/appointment-detail.tsx	172	contract	 onPress={() => router.push({ pathname: '/consultations/virtual-waiting-room', params: { appointmentId: appointment?.id } })}
patient	patient-app/app/consultations/appointment-detail.tsx	182	contract	 onPress={() => router.push({ pathname: '/consultations/clinic-location', params: { appointmentId: appointment?.id } })}
patient	patient-app/app/consultations/appointment-detail.tsx	192	contract	 onPress={() => router.push({ pathname: '/consultations/home-visit-tracking', params: { appointmentId: appointment?.id } })}
patient	patient-app/app/consultations/appointments.tsx	82	contract	 <TouchableOpacity onPress={() => router.back()}>
patient	patient-app/app/consultations/appointments.tsx	96	contract	 onPress={() => setTab(t)}
patient	patient-app/app/consultations/appointments.tsx	142	contract	 onPress={() => fetchAppointments()}
patient	patient-app/app/consultations/appointments.tsx	166	contract	 onPress={() => router.push("/(tabs)/consultations")}
patient	patient-app/app/consultations/appointments.tsx	190	contract	 onPress={() =>
patient	patient-app/app/consultations/appointments.tsx	191	contract	 router.push({
patient	patient-app/app/consultations/appointments.tsx	269	contract	 onPress={() =>
patient	patient-app/app/consultations/appointments.tsx	270	contract	 router.push({
patient	patient-app/app/consultations/appointments.tsx	283	contract	 onPress={() =>
patient	patient-app/app/consultations/appointments.tsx	284	contract	 router.push({
patient	patient-app/app/consultations/appointments.tsx	303	contract	 onPress={() =>
patient	patient-app/app/consultations/appointments.tsx	304	contract	 router.push({
patient	patient-app/app/consultations/booking-confirm.tsx	11	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/consultations/booking-confirm.tsx	38	contract	 apiFetch<any>(`/care/doctors/${params.doctorId}`)
patient	patient-app/app/consultations/booking-confirm.tsx	56	contract	 apiFetch<any>('/users/me/profile')
patient	patient-app/app/consultations/booking-confirm.tsx	77	contract	 const data = await apiFetch(`/insurance/coverage-check?provider_id=${encodeURIComponent(String(params.doctorId))}&service_type=consultation`);
patient	patient-app/app/consultations/booking-confirm.tsx	122	contract	 const appt = await apiFetch<any>('/care/appointments', {
patient	patient-app/app/consultations/booking-confirm.tsx	140	contract	 const txn = await apiFetch<any>(`/payments/intent/consultation/${appt.id}`, {
patient	patient-app/app/consultations/booking-confirm.tsx	149	contract	 router.replace({
patient	patient-app/app/consultations/booking-confirm.tsx	163	contract	 router.replace({
patient	patient-app/app/consultations/booking-confirm.tsx	185	contract	 <IconButton icon="back" onPress={() => router.back()} />
patient	patient-app/app/consultations/booking-confirm.tsx	205	contract	 <TouchableOpacity key={vt.key} onPress={() => setVisitType(vt.key)} style={[st.visitCard, { borderColor: visitType === vt.key ? colors.primary : colors.border, backgroundColor: vi
patient	patient-app/app/consultations/booking-confirm.tsx	258	contract	 <Button label="تعديل بيانات التأمين" variant="ghost" icon="edit" onPress={() => router.push('/profile/insurance')} />
patient	patient-app/app/consultations/booking-confirm.tsx	265	contract	 <TouchableOpacity key={company.id} onPress={() => { setInsCompany(company.id); setInsCategory(''); }} style={[st.insChip, { borderColor: insCompany === company.id ? colors.primary
patient	patient-app/app/consultations/booking-confirm.tsx	275	contract	 <TouchableOpacity key={cat.key} onPress={() => setInsCategory(cat.key)} style={[st.catChip, { borderColor: insCategory === cat.key ? colors.primary : colors.border, backgroundColo
patient	patient-app/app/consultations/booking-confirm.tsx	350	contract	 <Button
patient	patient-app/app/consultations/booking-confirm.tsx	356	contract	 onPress={handleConfirm}
patient	patient-app/app/consultations/booking-success.tsx	53	contract	 router.push("/(tabs)/consultations");
patient	patient-app/app/consultations/booking-success.tsx	57	contract	 router.push("/consultations/appointments");
patient	patient-app/app/consultations/booking-success.tsx	62	contract	 router.push("/consultations/clinic-location");
patient	patient-app/app/consultations/booking-success.tsx	65	contract	 router.push("/consultations/home-visit-tracking");
patient	patient-app/app/consultations/booking-success.tsx	69	contract	 router.push({
patient	patient-app/app/consultations/booking-success.tsx	269	contract	 onPress={handleNext}
patient	patient-app/app/consultations/booking-success.tsx	292	contract	 onPress={() => router.push("/(tabs)")}
patient	patient-app/app/consultations/call-history.tsx	17	contract	import { apiFetch } from "../../src/utils/api";
patient	patient-app/app/consultations/call-history.tsx	48	contract	 const data = await apiFetch(`/calls/history?page=${pageNum}&limit=20`);
